0.000000000000000000e+00,-1.853778587006795320e+00,1.000000000000000000e+00
1.000000000000000000e+00,-1.771192729271474420e+00,1.000000000000000000e+00
2.000000000000000000e+00,-1.723469092513425949e+00,1.000000000000000000e+00
3.000000000000000000e+00,-1.531128374670391423e+00,1.000000000000000000e+00
4.000000000000000000e+00,-1.224823166205474934e+00,1.000000000000000000e+00
5.000000000000000000e+00,-8.606272758584569971e-01,1.000000000000000000e+00
6.000000000000000000e+00,8.257449220569945680e-01,1.000000000000000000e+00
7.000000000000000000e+00,1.100179415670996974e+00,1.000000000000000000e+00
8.000000000000000000e+00,1.285650822162498486e+00,1.000000000000000000e+00
9.000000000000000000e+00,1.409298426490163791e+00,1.000000000000000000e+00
1.000000000000000000e+01,1.326866690271717886e+00,1.000000000000000000e+00
1.100000000000000000e+01,1.203219085944049027e+00,1.000000000000000000e+00
1.200000000000000000e+01,1.017747679452551068e+00,1.000000000000000000e+00
1.300000000000000000e+01,8.322762729610531096e-01,1.000000000000000000e+00
1.400000000000000000e+01,5.643731302511092451e-01,1.000000000000000000e+00
1.500000000000000000e+01,2.964699875411689334e-01,1.000000000000000000e+00
1.600000000000000000e+01,1.316065151042771220e-01,1.000000000000000000e+00
1.700000000000000000e+01,4.917477888583476897e-02,1.000000000000000000e+00
1.800000000000000000e+01,7.958910776611816118e-03,1.000000000000000000e+00
1.900000000000000000e+01,-7.447282544183053687e-02,1.000000000000000000e+00
2.000000000000000000e+01,-1.569045616602764426e-01,1.000000000000000000e+00
2.100000000000000000e+01,-2.187283638241090955e-01,1.000000000000000000e+00
2.200000000000000000e+01,-2.599442319333284956e-01,1.000000000000000000e+00
2.300000000000000000e+01,-2.846737527988665306e-01,1.000000000000000000e+00
2.400000000000000000e+01,-4.689329278753895380e-01,1.000000000000000000e+00
2.500000000000000000e+01,-6.325841688972957400e-01,1.000000000000000000e+00
2.600000000000000000e+01,-7.315022523594283399e-01,1.000000000000000000e+00
2.700000000000000000e+01,-6.708906816105759674e-01,1.000000000000000000e+00
2.800000000000000000e+01,-6.102791108617182658e-01,1.000000000000000000e+00
2.900000000000000000e+01,-6.308870449163279659e-01,1.000000000000000000e+00
3.000000000000000000e+01,-7.539507547154471467e-01,1.000000000000000000e+00
3.100000000000000000e+01,-1.737755589737565387e+00,1.000000000000000000e+00
3.200000000000000000e+01,-1.773155389657627978e+00,1.000000000000000000e+00
3.300000000000000000e+01,-1.655395766488421572e+00,1.000000000000000000e+00
